Time	Gx	Gy	Gz	Ax	Ay	Az
10106	-4.76	21.35	10.79	-0.19	-0.05	-0.73
10125	-3.36	34.21	6.64	-0.24	-0.05	-0.82
10144	-1.45	43.18	6.82	-0.33	-0.05	-0.89
10164	1.02	41.06	6.23	-0.40	-0.06	-0.96
10183	6.56	32.27	1.82	-0.37	-0.10	-1.03
10202	10.53	29.08	-0.85	-0.34	-0.06	-1.09
10221	15.06	24.78	1.11	-0.34	-0.04	-1.11
10240	14.13	19.35	16.25	-0.34	-0.04	-1.15
10260	14.37	12.79	25.01	-0.29	-0.08	-1.20
10279	17.61	12.24	23.74	-0.20	-0.08	-1.24
10298	18.40	22.52	25.01	-0.05	-0.10	-1.24
10317	16.89	41.02	22.23	-0.01	-0.11	-1.23
10335	16.25	57.39	6.21	-0.05	-0.08	-1.24
10355	14.53	62.50	-3.11	-0.15	-0.05	-1.22
10374	8.18	62.97	-13.96	-0.18	-0.03	-1.21
10394	-1.51	58.01	-14.47	-0.15	-0.01	-1.21
10413	-11.63	53.97	-13.63	-0.17	-0.00	-1.22
10434	-17.47	44.66	-13.76	-0.23	-0.03	-1.24
10454	-17.27	30.18	-13.49	-0.24	-0.06	-1.27
10475	-15.23	19.09	-7.22	-0.17	-0.04	-1.30
10494	-14.14	17.56	2.11	-0.13	-0.06	-1.32
10513	-9.05	17.61	2.87	-0.18	-0.11	-1.31
10533	-0.29	9.41	-1.22	-0.21	-0.11	-1.29
10553	4.85	1.34	2.91	-0.12	-0.05	-1.30
10572	3.25	4.15	14.83	-0.04	-0.07	-1.28
10591	6.55	12.88	16.77	-0.04	-0.17	-1.30
10610	20.16	17.23	-4.06	-0.16	-0.17	-1.35
10629	26.79	15.08	-15.37	-0.23	-0.08	-1.37
10649	31.37	6.06	-18.55	-0.20	-0.05	-1.39
10668	26.21	0.96	1.63	-0.13	0.00	-1.40
10686	13.02	1.68	21.88	-0.13	0.02	-1.42
10705	-1.10	-1.63	28.29	-0.19	-0.04	-1.43
10724	-10.51	-12.70	20.60	-0.24	-0.10	-1.44
10745	-14.21	-26.99	7.06	-0.19	-0.14	-1.42
10765	-11.95	-33.51	-6.00	-0.13	-0.17	-1.43
10786	-7.22	-29.56	-12.39	-0.07	-0.14	-1.42
10805	-6.44	-19.71	-14.04	-0.08	-0.05	-1.40
10825	-8.61	-11.83	-13.52	-0.11	-0.06	-1.37
10846	-8.13	-3.71	-10.50	-0.12	-0.06	-1.33
10867	-10.70	1.79	-0.84	-0.19	-0.01	-1.28
10887	-15.58	-3.42	7.78	-0.25	-0.04	-1.24
10906	-15.70	-13.96	6.68	-0.24	-0.09	-1.23
10927	-12.04	-23.79	0.40	-0.22	-0.11	-1.21
10946	-8.01	-28.52	-5.16	-0.18	-0.08	-1.19
10968	-4.85	-30.26	-7.78	-0.18	-0.11	-1.17
10988	0.35	-32.41	-7.80	-0.19	-0.12	-1.15
11008	4.44	-35.32	-5.97	-0.19	-0.07	-1.13
11028	5.16	-36.53	-1.83	-0.19	-0.06	-1.13
11047	5.63	-34.35	2.58	-0.19	-0.07	-1.11
11068	6.35	-30.99	1.22	-0.22	-0.08	-1.11
11086	7.77	-29.89	-1.16	-0.23	-0.08	-1.10
11107	10.89	-26.95	-4.38	-0.20	-0.07	-1.11
11126	12.16	-17.82	-9.96	-0.20	-0.07	-1.12
11147	11.76	-6.82	-17.78	-0.25	-0.06	-1.12
11167	13.15	0.00	-16.40	-0.31	-0.08	-1.11
11186	14.01	2.72	-5.23	-0.31	-0.06	-1.11
11206	9.77	4.81	-0.27	-0.32	-0.05	-1.11
11224	5.02	1.53	-1.79	-0.32	-0.06	-1.10
11244	1.77	-3.39	-2.94	-0.26	-0.09	-1.11
11264	1.83	-2.79	-1.74	-0.19	-0.12	-1.14
11285	0.81	2.85	-2.30	-0.19	-0.07	-1.16
11304	-4.44	4.24	-3.40	-0.24	-0.05	-1.13
11324	-9.84	-2.61	-1.89	-0.28	-0.05	-1.07
11344	-11.83	-13.41	0.31	-0.24	-0.10	-1.03
11365	-8.41	-16.54	-2.06	-0.17	-0.10	-1.01
11385	-3.72	-10.82	-8.80	-0.11	-0.09	-0.97
11405	-0.72	-0.95	-12.28	-0.11	-0.05	-0.90
11426	-0.50	4.82	-14.51	-0.12	-0.09	-0.80
11445	4.67	10.25	-15.96	-0.05	-0.10	-0.73
11465	7.68	21.48	-16.71	0.01	-0.08	-0.67
11484	4.88	34.84	-11.54	0.02	-0.03	-0.61
11503	2.03	40.19	-8.06	-0.06	-0.03	-0.54
11522	-2.85	44.19	0.69	-0.10	-0.03	-0.51
11541	-7.28	38.48	10.10	-0.15	-0.01	-0.47
11561	-10.77	27.79	18.66	-0.18	-0.02	-0.46
11581	-13.18	12.12	22.28	-0.21	-0.05	-0.47
11601	-13.38	-4.93	19.62	-0.20	-0.06	-0.51
11620	-12.18	-19.36	15.38	-0.17	-0.05	-0.56
11641	-10.96	-28.99	11.92	-0.16	-0.05	-0.61
11660	-8.47	-33.58	8.50	-0.11	-0.07	-0.68
11680	-1.91	-27.37	6.06	-0.07	-0.09	-0.76
11701	7.26	-13.50	8.13	-0.10	-0.11	-0.81
11720	14.27	-2.98	15.18	-0.22	-0.08	-0.86
11740	16.77	-0.81	19.44	-0.35	-0.03	-0.94
11759	14.33	-4.94	17.00	-0.41	-0.04	-0.99
11779	9.95	-9.22	11.80	-0.44	-0.04	-1.02
11798	6.38	-13.79	3.27	-0.43	-0.11	-1.06
11819	7.71	-14.34	-2.93	-0.42	-0.12	-1.08
11838	10.18	-11.95	-12.44	-0.40	-0.08	-1.09
11857	8.21	-8.67	-13.18	-0.37	-0.07	-1.08
11878	4.33	-6.20	-11.64	-0.32	-0.06	-1.06
11897	0.75	-2.11	-9.74	-0.25	-0.07	-1.06
11918	-2.75	7.14	-5.13	-0.21	-0.09	-1.07
11937	-5.28	16.07	-3.13	-0.25	-0.09	-1.08
11957	-6.59	17.14	-5.86	-0.30	-0.11	-1.06
11977	-5.28	10.97	-9.54	-0.32	-0.13	-1.04
11998	-2.75	4.09	-11.20	-0.31	-0.11	-1.05
12018	-1.62	-3.94	-11.35	-0.35	-0.10	-1.03
12037	-1.24	-15.90	-7.95	-0.36	-0.09	-1.02
12058	-2.21	-25.21	-2.21	-0.30	-0.08	-1.02
12078	-2.73	-26.06	0.26	-0.25	-0.08	-1.02
12099	-2.98	-20.71	2.03	-0.22	-0.10	-1.00
12118	-2.47	-14.39	6.12	-0.25	-0.11	-0.97
12139	-1.94	-11.28	9.14	-0.29	-0.11	-0.95
12158	-1.72	-9.77	7.63	-0.33	-0.11	-0.93
12177	-1.48	-9.52	4.18	-0.34	-0.11	-0.90
12199	-1.65	-11.35	2.67	-0.35	-0.10	-0.87
12218	-2.32	-14.76	2.11	-0.31	-0.10	-0.82
12238	-1.63	-15.01	0.17	-0.25	-0.10	-0.78
12258	-0.24	-11.98	-3.13	-0.21	-0.09	-0.71
12278	1.45	-8.22	-7.00	-0.19	-0.07	-0.64
12298	1.53	-3.72	-9.84	-0.15	-0.07	-0.61
12319	1.46	3.78	-14.82	-0.14	-0.07	-0.57
12338	1.27	7.64	-20.42	-0.15	-0.07	-0.52
12358	1.10	8.09	-21.94	-0.12	-0.05	-0.48
12377	-0.17	7.87	-21.91	-0.12	-0.03	-0.45
12397	-2.76	5.10	-18.66	-0.11	-0.02	-0.44
12418	-5.94	1.85	-14.25	-0.08	-0.02	-0.44
12437	-7.84	0.26	-8.19	-0.10	-0.02	-0.45
12457	-8.44	-1.21	-0.78	-0.13	-0.04	-0.49
12477	-7.68	-3.60	7.54	-0.13	-0.04	-0.53
12498	-5.37	-4.24	11.86	-0.10	-0.06	-0.58
12517	0.02	-0.09	12.36	-0.09	-0.06	-0.67
12537	3.60	8.53	11.02	-0.11	-0.03	-0.76
12556	3.56	16.71	12.02	-0.14	-0.02	-0.82
12574	1.82	21.84	14.94	-0.16	-0.02	-0.88
12595	0.26	27.69	16.42	-0.17	-0.02	-0.95
12613	-0.87	33.57	13.53	-0.19	-0.02	-1.00
12633	-2.04	35.66	7.60	-0.23	-0.03	-1.05
12652	-1.92	34.45	3.94	-0.25	-0.04	-1.09
12672	0.95	27.34	4.07	-0.29	-0.07	-1.12
12691	3.22	22.48	4.53	-0.27	-0.07	-1.15
12710	5.33	16.80	8.45	-0.20	-0.04	-1.20
12729	5.14	22.34	12.10	-0.11	-0.04	-1.24
12748	6.82	32.59	12.33	-0.14	-0.08	-1.26
12767	9.20	33.26	4.94	-0.23	-0.07	-1.28
12786	8.90	27.15	-4.23	-0.21	-0.05	-1.31
12805	4.18	27.16	-6.62	-0.11	-0.02	-1.34
12825	-1.60	37.84	-5.72	-0.04	-0.03	-1.35
12845	-3.59	44.01	-5.89	-0.11	-0.04	-1.35
12865	-6.94	48.63	-7.17	-0.22	-0.07	-1.33
12884	-7.23	39.98	-5.72	-0.24	-0.08	-1.32
12905	-5.66	29.63	-4.50	-0.04	-0.06	-1.31
12925	-4.88	32.15	-5.33	-0.02	-0.05	-1.31
12945	-5.98	35.32	-6.87	-0.11	-0.06	-1.30
12965	-5.04	27.22	-4.70	-0.18	-0.11	-1.31
12984	-1.80	14.95	0.73	-0.15	-0.10	-1.32
13005	-0.53	5.84	4.75	-0.10	-0.07	-1.36
13023	-1.69	3.46	2.15	-0.05	-0.07	-1.40
13044	-3.78	4.00	-2.99	-0.07	-0.05	-1.42
13063	-5.36	1.34	-4.04	-0.11	-0.08	-1.44
13082	-2.91	-2.37	0.47	-0.08	-0.11	-1.49
13103	0.15	4.17	4.46	0.01	-0.08	-1.53
13122	-1.31	17.76	3.27	-0.01	-0.04	-1.55
13142	-4.81	26.69	-3.05	-0.09	-0.02	-1.54
13161	-10.50	27.11	-8.29	-0.14	0.04	-1.52
13181	-20.98	24.48	-7.17	-0.11	0.05	-1.49
13200	-25.45	24.57	-5.07	-0.09	-0.04	-1.47
13220	-26.29	25.65	-2.67	-0.09	-0.08	-1.45
13240	-16.40	24.17	-4.91	-0.08	-0.12	-1.40
13259	-2.79	19.17	-6.62	-0.07	-0.12	-1.34
13280	10.03	11.70	-0.53	-0.08	-0.09	-1.31
13299	19.09	4.30	9.96	-0.04	-0.07	-1.29
13319	24.20	-3.11	17.29	-0.03	-0.06	-1.26
13338	26.58	-12.05	21.19	-0.04	-0.07	-1.21
13358	25.73	-21.77	25.89	-0.03	-0.08	-1.20
13377	21.58	-28.61	25.91	0.00	-0.08	-1.19
13396	15.90	-33.92	16.08	-0.01	-0.07	-1.15
13416	6.67	-39.44	3.25	-0.01	-0.02	-1.14
13435	-5.81	-38.96	-1.63	0.00	-0.05	-1.15
13455	-14.14	-34.53	-2.91	-0.02	-0.09	-1.14
13475	-15.15	-31.78	-9.02	-0.02	-0.10	-1.12
13496	-11.87	-26.05	-16.07	-0.00	-0.08	-1.13
13516	-9.17	-14.68	-15.15	-0.01	-0.07	-1.14
13537	-6.53	-3.68	-10.06	-0.06	-0.05	-1.12
13557	-3.34	0.40	-6.47	-0.09	-0.05	-1.11
13577	-1.79	1.46	-4.23	-0.06	-0.05	-1.11
13597	4.67	5.40	2.24	-0.09	-0.10	-1.12
13616	8.01	4.67	3.65	-0.11	-0.11	-1.12
13636	13.61	-0.99	3.16	-0.11	-0.10	-1.12
13655	16.42	-7.60	2.24	-0.08	-0.07	-1.15
13674	14.16	-8.59	2.49	-0.03	-0.08	-1.18
13693	10.62	-5.54	2.70	-0.03	-0.09	-1.18
13713	6.41	-5.08	-1.01	-0.04	-0.07	-1.14
13733	-1.80	-4.97	-6.29	-0.03	-0.03	-1.11
13753	-12.02	-0.55	-7.02	0.00	-0.05	-1.08
13773	-20.57	2.70	-3.89	-0.04	-0.05	-1.02
13793	-25.99	-1.48	-1.53	-0.09	-0.06	-0.92
13813	-29.11	-8.48	-2.67	-0.07	-0.06	-0.86
13834	-28.79	-8.41	-2.24	-0.04	-0.06	-0.82
13855	-27.24	-9.43	-2.46	-0.06	-0.07	-0.75
13874	-25.67	-14.88	-3.23	-0.07	-0.03	-0.67
13895	-25.83	-19.59	-7.26	-0.01	-0.03	-0.62
13915	-23.68	-17.03	-8.33	0.03	-0.02	-0.58
13935	-20.52	-12.36	-4.93	0.05	-0.03	-0.53
13955	-15.90	-7.74	-1.25	0.06	-0.04	-0.48
13974	-10.76	-2.11	-0.64	0.05	-0.04	-0.48
13995	-5.45	0.70	-0.49	0.01	-0.05	-0.48
14014	1.16	-0.96	-3.17	-0.01	-0.06	-0.49
14035	8.32	-5.11	-6.93	-0.03	-0.06	-0.53
14054	12.44	-11.76	-8.32	-0.08	-0.02	-0.60
14075	12.97	-22.42	-7.17	-0.13	-0.03	-0.68
14094	13.98	-28.44	-6.26	-0.15	-0.03	-0.77
14115	16.89	-38.85	-3.86	-0.16	-0.02	-0.82
14135	15.59	-45.43	1.50	-0.20	0.04	-0.95
14153	9.48	-50.58	5.72	-0.24	0.03	-0.98
14173	6.45	-57.72	5.49	-0.28	-0.01	-1.01
14192	5.97	-61.80	2.94	-0.27	-0.02	-1.05
14212	5.80	-56.38	2.01	-0.24	-0.05	-1.08
14231	7.61	-44.63	0.32	-0.28	-0.05	-1.04
14251	9.49	-35.63	-3.13	-0.29	-0.03	-1.00
14271	9.29	-22.43	-3.94	-0.24	-0.02	-1.01
14290	7.13	-0.27	-0.84	-0.24	-0.01	-1.00
14311	4.53	21.58	3.86	-0.28	-0.01	-0.96
14329	2.50	34.87	7.08	-0.33	-0.02	-0.93
14349	1.97	39.99	7.72	-0.35	-0.01	-0.94
14368	1.24	40.45	6.82	-0.35	-0.00	-0.95
14388	-0.73	38.25	3.33	-0.34	-0.00	-0.96
14407	-0.69	31.98	-0.78	-0.34	-0.02	-0.98
14426	0.15	22.16	-4.29	-0.34	0.01	-1.03
14446	-2.14	11.02	-5.46	-0.32	0.02	-1.08
14465	-5.22	1.85	-2.66	-0.29	-0.01	-1.09
14485	-3.01	-3.46	-0.75	-0.27	-0.03	-1.12
14505	0.93	-5.49	-1.97	-0.28	-0.04	-1.14
14525	2.91	-7.35	-1.01	-0.31	-0.04	-1.13
14545	4.03	-9.99	2.14	-0.31	-0.05	-1.09
14566	5.95	-10.47	3.60	-0.28	-0.05	-1.04
14585	7.40	-5.10	2.79	-0.23	-0.04	-0.97
14604	6.10	2.26	1.40	-0.21	-0.03	-0.88
14623	5.16	4.85	-0.18	-0.21	-0.05	-0.77
14642	4.18	5.95	-4.17	-0.21	-0.06	-0.71
14662	5.34	3.37	-8.58	-0.20	-0.07	-0.62
14681	6.15	-3.40	-10.97	-0.20	-0.05	-0.53
14701	4.84	-14.53	-11.31	-0.18	-0.03	-0.46
14721	2.24	-25.53	-11.38	-0.12	-0.04	-0.42
14740	0.38	-32.87	-11.26	-0.08	-0.03	-0.41
14761	-2.46	-34.70	-8.61	-0.03	-0.02	-0.40
14781	-6.32	-30.79	-4.64	-0.01	-0.03	-0.41
14802	-8.06	-23.35	-1.36	-0.02	-0.06	-0.44
14821	-6.56	-11.72	-0.41	-0.01	-0.06	-0.49
14843	-3.45	3.69	-3.91	-0.06	-0.09	-0.55
14863	2.21	17.70	-9.37	-0.12	-0.09	-0.60
14882	7.95	26.78	-12.37	-0.16	-0.08	-0.65
14902	12.73	32.09	-10.89	-0.20	-0.06	-0.73
14920	13.75	33.45	-6.94	-0.25	-0.04	-0.81
14940	11.70	28.35	-2.52	-0.29	-0.00	-0.87
14960	5.25	20.39	1.36	-0.27	-0.01	-0.93
14979	2.70	16.91	4.15	-0.22	-0.04	-1.02
14998	-0.52	13.40	11.96	-0.19	-0.06	-1.04
15017	0.17	16.77	19.81	-0.15	-0.08	-1.09
15036	1.33	25.44	20.34	-0.09	-0.08	-1.14
15055	0.70	36.93	9.05	-0.06	-0.06	-1.19
15075	-0.43	48.57	-9.64	-0.08	-0.06	-1.19
15094	-2.69	59.07	-19.03	-0.07	-0.06	-1.22
15113	-5.34	69.79	-16.20	-0.06	-0.04	-1.23
15134	-7.68	75.88	-7.51	-0.10	-0.05	-1.24
15154	-5.22	71.82	-0.17	-0.16	-0.09	-1.23
15174	1.66	58.18	5.11	-0.19	-0.09	-1.22
15193	7.77	41.05	11.81	-0.13	-0.07	-1.22
15212	9.31	33.87	15.15	-0.06	-0.08	-1.24
15231	11.81	22.63	16.98	-0.05	-0.08	-1.24
15249	14.45	11.55	10.31	-0.03	-0.07	-1.26
15270	14.30	0.85	1.95	-0.01	-0.04	-1.28
15288	8.88	-4.44	3.43	0.06	-0.04	-1.32
15308	1.95	-1.05	6.82	0.14	-0.06	-1.34
15326	-2.20	11.11	2.93	0.16	-0.06	-1.34
15346	-6.62	22.99	-1.04	0.10	-0.05	-1.32
15366	-12.19	29.82	0.87	0.04	-0.05	-1.30
15384	-15.24	30.82	0.24	0.01	-0.05	-1.29
15404	-17.59	30.35	-5.34	0.03	-0.06	-1.27
15423	-19.53	33.29	-11.44	0.07	-0.03	-1.27
15442	-23.73	34.04	-12.10	-0.00	-0.02	-1.26
15462	-25.70	25.68	-9.83	-0.06	-0.06	-1.27
15483	-20.17	12.44	-7.28	-0.04	-0.11	-1.30
15502	-6.90	5.92	-0.38	0.04	-0.14	-1.35
15522	7.69	8.38	8.18	0.09	-0.14	-1.41
15540	20.94	14.47	7.97	0.10	-0.09	-1.44
15558	24.95	17.36	4.88	0.07	0.02	-1.48
15578	23.25	21.03	-0.12	0.12	0.10	-1.50
15596	8.87	27.62	3.42	0.16	0.10	-1.51
15614	-7.42	38.93	7.71	0.15	0.05	-1.49
15632	-18.05	43.81	2.56	0.10	0.02	-1.46
15650	-24.83	41.81	-1.80	0.11	-0.01	-1.43
15671	-24.08	38.48	-2.52	0.12	-0.11	-1.41
15690	-19.13	36.79	-3.37	0.14	-0.14	-1.37
15710	-5.05	33.04	-7.42	0.20	-0.13	-1.33
15729	9.19	30.94	-6.77	0.21	-0.12	-1.31
15748	19.12	27.71	4.94	0.16	-0.11	-1.27
15767	27.21	14.56	17.20	0.09	-0.12	-1.22
15785	33.55	-3.27	21.64	0.16	-0.11	-1.21
15805	32.18	-16.16	19.29	0.18	-0.05	-1.20
15823	19.59	-26.28	17.47	0.18	-0.01	-1.18
15842	12.10	-31.36	15.08	0.20	-0.04	-1.17
15861	-0.72	-38.89	8.47	0.20	-0.05	-1.16
15881	-9.02	-42.57	0.52	0.20	-0.07	-1.16
15900	-15.87	-41.47	-5.16	0.23	-0.05	-1.15
15920	-21.16	-36.77	-8.47	0.22	-0.06	-1.14
15940	-21.35	-32.36	-14.82	0.19	-0.10	-1.13
15960	-15.69	-28.35	-20.28	0.17	-0.10	-1.14
15981	-9.52	-22.23	-17.35	0.15	-0.08	-1.14
16000	-3.81	-16.65	-6.68	0.11	-0.11	-1.13
16020	5.25	-17.52	0.55	0.03	-0.13	-1.12
16039	14.50	-26.17	3.30	-0.01	-0.10	-1.13
16058	17.32	-36.41	5.16	0.00	-0.06	-1.17
16078	16.91	-41.75	7.13	0.06	-0.08	-1.21
16096	17.21	-41.93	7.55	0.11	-0.11	-1.24
16116	18.13	-37.75	6.99	0.12	-0.08	-1.25
16135	13.87	-30.84	7.28	0.12	-0.07	-1.24
16154	4.53	-22.42	10.35	0.14	-0.03	-1.20
