Time	Gx	Gy	Gz	Ax	Ay	Az
7000	-7.25	-25.10	58.24	0.07	0.14	0.42
7018	-9.23	-14.62	66.50	0.11	0.16	0.46
7036	-10.47	-4.30	72.24	0.11	0.14	0.55
7054	-9.95	1.05	73.91	0.12	0.16	0.59
7072	-12.68	11.14	75.71	0.12	0.21	0.66
7090	-16.85	20.63	77.68	0.15	0.17	0.74
7107	-14.08	29.53	80.03	0.09	0.14	0.86
7124	-12.44	30.69	80.72	0.06	0.19	0.90
7142	-14.83	27.79	79.96	0.05	0.22	0.97
7159	-15.14	23.79	79.71	0.07	0.11	1.05
7178	-10.83	21.70	80.11	0.03	0.12	1.12
7195	-1.97	13.47	83.82	0.03	0.17	1.15
7212	-0.99	5.74	85.85	0.08	0.17	1.18
7230	2.12	2.69	84.50	0.12	0.09	1.23
7247	6.52	2.66	84.37	0.15	0.09	1.26
7264	13.28	4.99	87.34	0.13	0.14	1.23
7280	16.75	4.33	89.05	0.12	0.07	1.30
7298	20.90	3.31	87.28	0.17	0.08	1.40
7315	25.15	4.27	82.17	0.15	0.21	1.40
7332	15.20	3.11	81.22	0.15	0.27	1.40
7349	9.40	2.44	81.31	0.16	0.22	1.48
7366	2.85	5.17	78.93	0.28	0.24	1.52
7384	-7.19	20.49	74.33	0.32	0.25	1.49
7401	-12.08	28.72	71.32	0.28	0.22	1.58
7419	-18.26	39.35	64.67	0.27	0.19	1.62
7436	-18.02	43.33	56.66	0.18	0.11	1.57
7453	-9.87	37.03	48.98	0.14	0.06	1.60
7471	-4.01	32.62	45.07	0.15	0.04	1.60
7488	8.22	24.41	36.85	0.13	0.06	1.57
7506	18.11	12.65	29.74	0.08	0.05	1.56
7523	23.88	5.37	26.17	0.15	0.06	1.56
7540	34.58	-4.01	18.92	0.19	0.08	1.56
7557	41.98	-4.04	10.88	0.22	0.12	1.57
7575	43.40	-3.54	6.81	0.20	0.18	1.59
7593	42.04	-4.27	-0.82	0.20	0.19	1.60
7611	39.67	-3.62	-9.26	0.23	0.19	1.58
7631	37.25	1.97	-19.53	0.28	0.23	1.55
7648	29.72	14.71	-31.59	0.29	0.30	1.51
7665	23.27	21.70	-37.31	0.22	0.29	1.45
7684	11.15	30.43	-46.51	0.17	0.28	1.42
7702	2.41	29.69	-49.71	0.09	0.26	1.36
7721	-4.52	21.36	-47.76	0.01	0.25	1.30
7739	-8.82	6.52	-41.69	-0.02	0.21	1.26
7759	-8.22	-10.15	-34.01	-0.01	0.18	1.20
7777	-6.81	-17.01	-29.75	-0.01	0.16	1.13
7797	-3.01	-28.69	-20.92	-0.00	0.14	1.09
7816	4.03	-39.02	-13.15	0.01	0.12	1.03
7834	12.57	-45.06	-8.87	0.07	0.12	0.97
7853	19.78	-43.95	-9.69	0.11	0.15	0.91
7870	23.25	-38.27	-15.59	0.12	0.18	0.86
7889	23.64	-34.82	-20.26	0.15	0.21	0.79
7908	20.89	-25.12	-33.60	0.16	0.22	0.76
7926	15.20	-12.54	-50.52	0.14	0.24	0.70
7944	6.70	-1.85	-68.31	0.12	0.25	0.63
7962	-2.47	6.52	-88.15	0.11	0.24	0.57
7980	-6.96	10.31	-97.73	0.09	0.24	0.54
7999	-16.89	15.03	-114.62	0.06	0.23	0.46
8017	-26.98	16.51	-127.41	0.03	0.20	0.38
8036	-35.52	14.79	-136.40	-0.00	0.16	0.30
8055	-38.88	8.94	-140.78	-0.05	0.08	0.23
8073	-37.12	0.20	-140.18	-0.05	0.09	0.17
8093	-37.57	-7.14	-135.85	-0.02	0.08	0.13
8112	-37.73	-9.43	-133.09	-0.02	0.08	0.12
8130	-38.18	-13.90	-124.73	-0.02	0.08	0.08
8151	-40.86	-15.26	-111.69	-0.03	0.09	0.07
8170	-43.17	-18.74	-95.25	-0.04	0.06	0.08
8189	-42.39	-22.38	-77.80	-0.06	0.05	0.11
8208	-38.64	-28.44	-57.83	-0.07	0.04	0.15
8227	-34.23	-37.37	-35.55	-0.06	0.06	0.19
8245	-31.83	-42.47	-12.53	-0.04	0.07	0.23
8264	-30.50	-44.19	-2.00	-0.02	0.06	0.24
8283	-27.33	-42.22	15.63	0.00	0.06	0.30
8300	-24.98	-42.04	31.59	0.03	0.07	0.39
8319	-21.85	-37.72	46.77	0.06	0.06	0.45
8337	-16.63	-30.85	57.17	0.11	0.06	0.54
8355	-13.73	-25.54	61.05	0.13	0.08	0.58
8372	-11.09	-13.58	67.75	0.15	0.13	0.62
8390	-9.58	-1.08	72.80	0.12	0.05	0.74
8409	2.33	5.14	72.78	0.11	0.00	0.87
8426	9.80	7.26	70.94	0.11	0.02	0.89
8443	22.03	11.25	69.50	0.13	0.05	0.97
8460	32.94	12.66	72.98	0.04	0.05	1.08
8477	38.83	8.83	73.84	0.02	0.04	1.13
8494	46.77	-1.01	72.02	0.07	0.15	1.21
8511	45.20	-4.47	70.82	0.11	0.16	1.23
8529	43.66	-4.94	71.85	0.08	0.19	1.23
8546	37.83	-8.74	78.12	0.08	0.21	1.25
8564	28.38	-10.77	85.88	0.18	0.22	1.35
8581	18.66	-4.23	91.29	0.19	0.23	1.33
8599	12.89	-0.81	94.16	0.18	0.22	1.33
8617	6.77	2.88	98.28	0.15	0.11	1.48
8634	6.91	3.95	97.63	0.20	0.17	1.45
8650	3.75	7.17	96.02	0.23	0.19	1.39
8667	-3.92	18.28	90.67	0.26	0.16	1.52
8685	-8.77	28.44	84.73	0.27	0.19	1.60
8702	-11.69	33.36	82.46	0.25	0.11	1.57
8719	-11.76	40.79	76.51	0.24	0.05	1.61
8738	2.87	43.00	65.51	0.18	-0.04	1.64
8755	19.84	34.45	53.80	0.03	0.03	1.61
8772	25.70	24.17	49.47	-0.00	0.02	1.58
8791	38.25	0.61	40.76	0.03	-0.00	1.54
8809	50.13	-15.91	30.33	0.12	0.03	1.55
8826	57.40	-22.54	19.20	0.19	0.10	1.52
8845	57.88	-22.52	13.82	0.25	0.21	1.51
8862	50.51	-17.04	3.89	0.27	0.24	1.55
8881	39.00	-7.34	-7.34	0.28	0.22	1.59
8899	31.72	3.17	-21.71	0.29	0.20	1.58
8917	26.78	15.27	-39.63	0.29	0.21	1.56
8935	24.08	20.80	-49.48	0.25	0.22	1.55
8952	18.23	26.73	-68.42	0.19	0.24	1.53
8971	12.47	27.34	-84.64	0.13	0.23	1.49
8988	11.46	21.58	-98.94	0.06	0.19	1.44
9006	12.34	16.82	-105.47	0.03	0.19	1.41
9025	14.48	4.15	-115.54	-0.01	0.21	1.35
9043	15.61	-10.18	-120.61	-0.03	0.22	1.29
9061	16.17	-24.40	-121.70	-0.02	0.21	1.21
9080	17.46	-35.13	-122.21	-0.02	0.22	1.15
9099	17.85	-39.79	-121.38	-0.01	0.25	1.08
9119	17.00	-46.98	-118.30	0.01	0.24	1.01
9137	16.17	-50.00	-115.63	0.02	0.23	0.97
9154	16.92	-49.53	-114.03	0.03	0.23	0.91
9173	16.40	-47.42	-110.02	0.03	0.25	0.85
9191	14.24	-45.41	-103.91	0.01	0.25	0.79
9210	13.12	-44.68	-100.72	0.05	0.25	0.73
9228	10.45	-39.67	-94.30	0.06	0.25	0.69
9247	4.99	-31.91	-85.78	0.03	0.26	0.63
9265	-2.29	-28.49	-75.50	-0.01	0.26	0.58
9284	-9.67	-28.12	-65.60	-0.00	0.26	0.51
9304	-19.41	-25.47	-54.31	0.02	0.26	0.43
9322	-24.48	-23.22	-48.55	0.00	0.23	0.36
9342	-33.05	-19.61	-39.12	-0.01	0.20	0.31
9360	-38.67	-18.54	-32.52	-0.01	0.16	0.23
9380	-41.24	-18.23	-27.02	-0.03	0.12	0.16
9399	-42.42	-21.06	-21.07	-0.07	0.11	0.14
9419	-42.24	-28.75	-15.93	-0.07	0.09	0.10
9438	-39.92	-32.88	-11.09	-0.01	0.06	0.05
9457	-36.82	-27.50	-4.14	0.04	0.05	0.03
9476	-32.84	-16.46	2.88	0.04	0.03	0.05
9494	-29.94	-11.54	5.98	0.03	0.03	0.07
9511	-23.07	-6.62	12.39	0.00	0.02	0.11
9531	-15.29	-4.73	21.55	0.01	0.03	0.16
9549	-9.46	-0.64	33.77	0.03	0.09	0.18
9568	-9.75	6.36	46.72	-0.01	0.11	0.23
9585	-9.63	5.68	52.25	-0.03	0.11	0.27
9603	-10.62	5.36	64.24	-0.02	0.16	0.32
9623	-16.69	5.40	81.15	0.02	0.22	0.37
9640	-23.76	8.64	99.87	-0.01	0.15	0.45
9659	-23.32	7.06	111.60	-0.01	0.13	0.53
9677	-22.54	6.29	116.56	-0.01	0.14	0.55
9696	-24.00	5.54	129.96	0.05	0.16	0.61
9714	-22.19	9.49	142.91	0.04	0.07	0.73
9731	-11.43	8.85	146.76	0.07	0.05	0.86
9750	1.19	10.57	147.35	0.11	0.07	0.93
9767	6.53	12.76	149.61	0.15	0.08	0.99
9785	18.80	17.73	154.34	0.08	0.03	1.10
9802	29.98	12.85	152.34	0.10	0.13	1.14
9819	30.67	12.22	149.44	0.13	0.14	1.19
9838	37.11	13.55	141.33	0.14	0.01	1.27
9855	46.42	12.74	132.28	0.13	0.15	1.29
9872	40.18	10.03	124.05	0.11	0.19	1.37
9889	37.12	7.64	118.39	0.13	0.13	1.48
9906	35.64	6.68	104.14	0.20	0.20	1.50
9924	24.31	11.90	91.57	0.19	0.23	1.43
9942	17.93	13.82	86.26	0.23	0.20	1.65
9959	9.25	17.68	76.93	0.27	0.23	1.72
9977	-1.05	26.32	68.53	0.25	0.25	1.67
9994	-11.23	31.63	60.96	0.26	0.18	1.65
10012	-13.15	35.48	56.26	0.28	0.12	1.64
10030	-9.58	43.00	45.84	0.19	0.06	1.61
10048	-1.16	36.82	35.81	0.04	0.01	1.56
10066	13.06	17.84	26.54	0.04	-0.05	1.56
10084	22.34	9.00	21.39	0.07	-0.08	1.56
10101	41.96	-3.52	9.64	0.13	-0.02	1.52
10119	49.97	-7.17	-0.95	0.19	0.10	1.45
10137	45.03	-2.21	-8.88	0.27	0.19	1.44
10156	34.88	7.86	-14.89	0.25	0.17	1.55
10173	31.68	10.68	-18.34	0.21	0.15	1.58
10191	26.86	8.90	-25.83	0.16	0.17	1.56
10209	18.95	5.46	-33.40	0.17	0.21	1.58
10226	14.53	4.20	-37.57	0.14	0.17	1.57
10246	9.25	-0.11	-47.85	0.11	0.15	1.55
10263	8.54	-8.04	-60.06	0.12	0.13	1.51
10281	9.37	-10.57	-73.44	0.16	0.15	1.47
10300	9.63	-9.58	-86.18	0.16	0.17	1.44
10318	9.41	-8.59	-91.31	0.12	0.16	1.39
10337	10.76	-8.47	-98.97	0.09	0.15	1.36
10355	14.37	-12.42	-104.35	0.04	0.16	1.29
10374	17.93	-20.03	-108.44	0.01	0.16	1.23
10392	20.23	-28.69	-112.18	-0.01	0.20	1.16
10410	19.61	-38.77	-114.94	-0.03	0.22	1.10
10429	18.48	-43.82	-115.62	-0.03	0.25	1.04
10448	14.62	-53.04	-115.81	-0.01	0.25	1.02
10467	10.44	-57.24	-116.07	0.02	0.24	0.94
10485	8.18	-58.87	-117.94	0.00	0.23	0.88
10503	5.68	-60.56	-119.81	-0.00	0.25	0.82
10522	2.49	-60.26	-120.67	0.04	0.24	0.76
10540	0.98	-57.43	-121.49	0.07	0.24	0.71
10560	-2.41	-47.91	-124.83	0.06	0.22	0.63
10578	-5.78	-41.81	-127.90	0.02	0.22	0.59
10597	-10.51	-36.71	-127.76	0.04	0.25	0.53
10617	-18.37	-28.43	-122.79	0.08	0.26	0.46
10635	-30.29	-17.53	-113.91	0.03	0.28	0.38
10654	-44.39	-14.43	-103.18	-0.04	0.26	0.33
10673	-50.72	-16.22	-97.32	-0.05	0.23	0.28
10692	-61.80	-20.86	-84.12	-0.03	0.21	0.25
10712	-68.16	-22.22	-69.84	-0.03	0.14	0.19
10730	-68.01	-23.50	-55.11	-0.04	0.09	0.13
10750	-66.89	-24.86	-40.25	-0.02	0.10	0.09
10769	-65.14	-22.89	-25.97	-0.01	0.03	0.07
10788	-56.84	-19.01	-10.57	-0.02	-0.02	0.07
10808	-44.34	-16.45	5.07	-0.03	-0.04	0.08
10827	-30.98	-16.10	19.23	-0.04	-0.03	0.12
10847	-24.38	-17.26	26.43	-0.04	-0.01	0.17
10866	-11.89	-22.72	41.61	-0.04	0.01	0.19
10885	-2.81	-20.28	57.28	-0.02	0.03	0.22
10903	3.74	-21.67	70.30	-0.01	0.06	0.29
10921	7.64	-18.78	82.11	0.02	0.09	0.36
10940	9.67	-15.69	93.70	0.06	0.12	0.39
10958	9.38	-11.26	99.03	0.08	0.13	0.48
10976	8.36	-3.19	105.35	0.10	0.13	0.54
10994	8.53	6.81	106.35	0.12	0.11	0.62
11011	9.02	16.46	108.34	0.15	0.18	0.68
11029	6.96	23.13	110.35	0.17	0.18	0.76
11046	7.20	35.14	109.62	0.11	0.11	0.87
11064	11.75	37.40	104.71	0.06	0.11	0.92
11081	15.67	35.46	105.10	0.09	0.12	0.99
11098	16.83	35.71	106.41	0.08	0.13	1.04
11116	21.15	31.43	106.38	0.02	0.07	1.13
11133	28.34	21.36	104.54	0.03	0.08	1.21
11150	31.13	16.46	105.22	0.04	0.11	1.23
11168	29.50	9.41	109.66	0.07	0.15	1.23
11185	27.11	2.66	110.76	0.07	0.11	1.37
11203	23.09	-5.16	108.47	0.06	0.19	1.38
11221	17.94	-8.29	108.67	0.12	0.18	1.35
11238	11.28	-3.17	107.82	0.26	0.08	1.41
11256	12.41	12.73	103.85	0.28	0.08	1.46
11274	12.73	20.32	101.55	0.31	0.10	1.47
11292	11.31	37.35	95.89	0.33	0.09	1.50
11309	10.21	55.28	87.20	0.26	0.11	1.54
11326	6.82	59.89	78.51	0.12	0.12	1.54
11344	5.23	56.40	74.78	0.09	0.09	1.54
11361	6.64	46.33	67.05	0.10	0.03	1.57
11379	13.64	33.77	57.74	0.05	0.00	1.57
11396	19.99	15.06	48.29	-0.02	0.02	1.47
11414	22.14	3.49	43.66	-0.02	0.02	1.46
11432	27.11	-16.19	33.89	0.08	0.02	1.46
11449	29.80	-24.00	23.79	0.18	0.07	1.51
11467	29.48	-23.88	18.62	0.25	0.10	1.51
11486	26.96	-17.21	8.24	0.26	0.12	1.51
11503	23.32	-6.87	-1.50	0.28	0.11	1.54
11522	23.33	1.91	-11.60	0.21	0.09	1.61
11539	23.90	0.58	-21.70	0.17	0.13	1.64
11556	22.92	-1.22	-26.78	0.17	0.15	1.63
11576	19.44	-2.40	-36.71	0.20	0.15	1.59
11594	18.08	1.13	-48.13	0.22	0.14	1.53
11613	17.32	5.74	-58.03	0.17	0.17	1.47
11630	15.12	4.85	-62.23	0.14	0.19	1.44
11648	13.99	4.14	-62.56	0.13	0.19	1.40
11666	13.89	1.25	-61.05	0.07	0.15	1.36
11684	18.28	-6.29	-56.88	0.04	0.15	1.30
11703	22.19	-15.46	-50.23	0.00	0.17	1.24
11720	23.54	-21.21	-46.22	0.00	0.20	1.19
11738	23.67	-32.09	-38.27	0.01	0.22	1.16
11757	20.36	-40.24	-32.47	0.02	0.23	1.09
11775	15.14	-45.00	-32.36	0.04	0.23	1.02
11794	10.42	-47.82	-40.21	0.05	0.21	0.99
11812	8.88	-48.10	-46.43	0.10	0.22	0.93
11831	6.13	-43.37	-60.93	0.11	0.20	0.90
11849	5.83	-35.17	-77.82	0.10	0.19	0.84
11867	6.20	-28.14	-97.85	0.06	0.19	0.79
11887	4.59	-25.31	-117.52	0.03	0.24	0.74
11904	-1.14	-23.07	-133.07	0.03	0.24	0.70
11924	-4.21	-21.91	-139.40	-0.02	0.26	0.64
11942	-11.54	-23.53	-148.82	-0.06	0.27	0.61
11961	-20.84	-30.85	-152.50	-0.03	0.25	0.54
11981	-28.87	-32.50	-150.73	0.04	0.23	0.45
12000	-37.38	-26.87	-145.19	0.04	0.23	0.35
12019	-45.50	-24.03	-138.72	0.00	0.18	0.28
12037	-49.18	-25.36	-130.89	-0.02	0.12	0.22
12057	-47.68	-26.96	-118.56	0.00	0.09	0.15
12075	-46.37	-26.70	-110.69	0.01	0.09	0.12
12094	-43.79	-25.18	-95.18	-0.00	0.08	0.08
12114	-39.32	-27.05	-80.67	-0.04	0.05	0.07
12133	-33.87	-29.01	-63.05	-0.02	0.07	0.04
12152	-31.81	-24.32	-42.31	0.01	0.08	0.04
12170	-29.63	-18.54	-21.58	-0.01	0.06	0.07
12191	-25.53	-17.78	-1.07	-0.02	0.07	0.11
12210	-22.38	-18.94	20.48	-0.02	0.11	0.15
12228	-22.48	-16.94	31.78	-0.03	0.12	0.17
12248	-22.72	-16.08	54.11	-0.02	0.13	0.24
12266	-25.54	-15.46	74.63	-0.03	0.17	0.29
12284	-28.34	-16.42	92.67	-0.02	0.14	0.36
12304	-27.40	-14.82	109.60	0.01	0.14	0.42
12322	-27.79	-12.13	125.21	0.04	0.15	0.49
12341	-28.41	-9.46	130.98	0.07	0.13	0.57
12359	-28.12	-3.91	138.21	0.08	0.10	0.61
12376	-21.61	4.15	142.68	0.13	0.05	0.71
12395	-9.90	14.25	144.74	0.14	0.04	0.80
12413	3.11	22.69	141.43	0.13	0.01	0.92
12431	11.17	25.27	138.17	0.14	-0.02	0.97
12448	29.86	30.67	132.46	0.12	-0.01	1.06
